RA,Dec,sigRA,sigDec,epoch,muAcosD,muD,sigMuAcosD,sigMuD,chi2,classMagB,classMagR1,classMagR2,classMagI,meanClass,classB,classR1,classR2,classI,ellipB,ellipR1,ellipR2,ellipI,qualB,qualR1,qualR2,qualI
211.4991155,-8.8056291,1.3178029e-05,1.3178029e-05,1992.191,-2.173999,-1.834864,6.93104,5.694815,1.556608,17.104,15.754,15.77,15.211,2.0,2.0,2.0,2.0,2.0,0.104904,0.075504,0.068728,0.119475,1024.0,0.0,0.0,0.0
212.4318352,-56.7862957,1.0886198e-05,1.0886198e-05,1981.7767,31.284855,33.981728,5.299825,5.122331,0.481348,18.855,-99.99999,17.044,16.56,2.0,2.0,0.0,2.0,2.0,0.207159,-999999900.0,0.453236,0.326463,0.0,-1.0,1024.0,1024.0
213.4244651,-56.5542724,1.2032114e-05,1.1459156e-05,1984.0587,-5.445509,1.990426,5.588519,5.321756,0.343897,19.163,18.427,18.329,18.177,1.0,2.0,2.0,2.0,1.0,0.325714,0.220939,0.255421,0.333835,0.0,0.0,0.0,0.0
214.1389847,-17.0950954,2.0053523e-05,1.7761692e-05,1987.7012,-3.792826,-27.031885,6.869923,5.560154,0.6468,19.383,17.493,17.619,16.751,2.0,2.0,2.0,2.0,2.0,0.076087,0.145809,0.078541,0.086292,0.0,0.0,0.0,0.0
215.0587441,-55.8208452,2.1772396e-05,2.1199438e-05,1982.916,-8.324936,9.662471,11.758129,11.592863,2.303353,18.734,17.91,17.76,16.987,1.0,1.0,1.0,1.0,1.0,0.428892,0.432647,0.471137,0.545723,1024.0,1024.0,1024.0,1024.0
215.4130125,-48.3415939,1.6042818e-05,1.546986e-05,1981.4619,2.640352,-0.707043,8.862533,8.397964,1.80908,19.865,19.061,19.077,18.211,2.0,2.0,1.0,2.0,2.0,0.132406,0.43416,0.1613,0.169041,0.0,0.0,0.0,0.0
216.1690687,-32.6287392,1.7761692e-05,1.4896903e-05,1984.0814,-2.593685,-0.451424,7.57275,6.546732,0.10682,18.796,-99.99999,17.952,17.901,2.0,2.0,0.0,2.0,1.0,0.136226,-999999900.0,0.151914,0.191879,0.0,-1.0,0.0,0.0
216.3523453,-25.2167154,1.031324e-05,1.031324e-05,1986.8656,2.68085,-7.047267,6.008815,5.490922,0.724633,18.031,16.662,16.606,15.903,2.0,2.0,2.0,2.0,2.0,0.107158,0.079205,0.046188,0.111194,0.0,0.0,0.0,0.0
216.6062057,-44.7308357,1.4896903e-05,1.4323945e-05,1980.4092,17.367407,-13.740946,9.426554,9.070994,1.716225,18.814,17.933,18.249,17.827,1.0,2.0,1.0,1.0,2.0,0.267418,0.330742,0.257486,0.229623,1024.0,0.0,0.0,0.0
216.646919,-58.9598764,9.7402825e-06,9.7402825e-06,1984.3602,2.904053,-9.396652,5.992024,5.820903,1.191873,17.879,16.983,16.961,16.485,2.0,2.0,2.0,2.0,2.0,0.063462,0.010999,0.140917,0.097867,0.0,0.0,0.0,0.0
216.9303744,-33.0941626,1.2032114e-05,1.0886198e-05,1986.465,-2.750047,-1.730416,7.089182,6.040377,0.999111,18.869,17.648,17.76,17.212,2.0,2.0,2.0,2.0,2.0,0.058806,0.139825,0.144794,0.096528,0.0,0.0,0.0,0.0
219.2901354,-29.7901155,1.7761692e-05,1.6615776e-05,1986.58,14.255348,24.075653,10.797544,9.90949,1.254483,19.371,18.49,18.547,18.013,1.0,1.0,2.0,2.0,2.0,0.451891,0.085822,0.068288,0.2,0.0,0.0,0.0,0.0
220.1288981,-52.5824201,1.3178029e-05,1.3178029e-05,1981.3496,7.572571,-20.572172,10.683143,10.333733,0.272998,13.142,11.185,11.632,13.366,4.0,2.0,2.0,2.0,2.0,0.026164,0.037445,0.085786,0.085018,0.0,16.0,0.0,16.0
221.5722492,-47.1535092,2.349127e-05,2.2918312e-05,1985.6537,-6.32514,-4.612948,15.521162,14.855803,2.954362,18.438,17.413,17.606,17.227,1.0,1.0,1.0,1.0,1.0,0.387686,0.377188,0.377189,0.234298,0.0,16.0,0.0,0.0
221.5742838,-47.1537419,2.0053523e-05,1.9480565e-05,1985.1653,12.415906,2.901835,16.925848,16.494509,15.222976,19.613,18.752,19.052,18.005,1.0,1.0,2.0,1.0,2.0,0.524144,0.123307,0.49495,0.285377,0.0,0.0,0.0,0.0
223.169294,-65.0404644,1.0886198e-05,1.0886198e-05,1982.2396,-0.028722,-4.456529,6.066839,5.967072,1.335697,19.331,17.847,17.933,17.417,1.0,2.0,1.0,2.0,2.0,0.515916,0.52281,0.430269,0.484265,0.0,0.0,0.0,0.0
224.0142481,-56.3042858,1.2605071e-05,1.2605071e-05,1984.8013,-19.619894,3.792072,8.140514,7.960124,0.59809,19.864,18.606,18.665,17.705,2.0,2.0,2.0,2.0,2.0,0.168183,0.093461,0.223092,0.059145,0.0,0.0,0.0,0.0
224.4510018,-61.1576451,1.6615776e-05,1.6615776e-05,1979.8702,-216.62454,-260.91287,13.495319,13.881169,7.307338,19.78,18.505,18.826,18.134,1.0,2.0,1.0,1.0,2.0,0.408971,0.390074,0.351238,0.302702,0.0,0.0,1024.0,0.0
224.9823061,-54.297449,1.1459156e-05,1.1459156e-05,1984.2296,12.905211,-7.880741,12.530458,12.511119,2.634841,17.422,16.527,17.061,16.214,1.0,2.0,2.0,1.0,2.0,0.233876,0.356881,0.490428,0.341304,1024.0,16.0,1024.0,0.0
225.4188312,-38.4719822,1.7761692e-05,1.7188734e-05,1981.0936,-1.900785,-6.680365,9.258391,8.765944,1.147168,19.781,19.146,19.292,18.711,2.0,2.0,2.0,1.0,2.0,0.022879,0.204453,0.179677,0.296733,0.0,0.0,0.0,0.0
225.4618786,-66.6936865,1.6615776e-05,1.6042818e-05,1978.5464,-34.509422,-30.741894,11.737629,11.147389,1.573438,19.624,18.163,18.61,17.721,1.0,2.0,1.0,1.0,1.0,0.313154,0.52702,0.514076,0.551678,0.0,0.0,0.0,0.0
225.472464,-66.6861017,1.1459156e-05,1.1459156e-05,1979.9034,-34.067917,19.985529,9.479488,9.297336,21.776287,19.141,18.199,19.191,17.606,2.0,2.0,2.0,1.0,2.0,0.286039,0.20816,0.637692,0.132196,0.0,0.0,0.0,0.0
226.6217893,-12.9070248,3.4950426e-05,3.3231552e-05,1984.616,-81.751686,22.688953,12.441051,11.415198,18.20983,19.898,18.452,18.837,18.732,1.0,1.0,1.0,1.0,2.0,0.173338,0.731146,0.777599,0.383524,17408.0,1024.0,25600.0,1024.0
226.8959192,-31.8274119,2.5210143e-05,2.349127e-05,1988.0216,-9.67934,-19.985914,13.955436,12.944698,2.61802,19.235,18.057,18.605,18.172,1.0,1.0,1.0,1.0,1.0,0.339399,0.481006,0.442612,0.210811,0.0,0.0,0.0,0.0
228.1284259,-65.1136265,1.7188734e-05,1.7188734e-05,1983.2615,1.222804,-9.199417,8.653436,8.741077,1.874351,19.92,19.468,19.373,-99.99999,2.0,2.0,2.0,2.0,0.0,0.083463,0.142911,0.076699,-999999900.0,0.0,0.0,0.0,-1.0
228.1348603,-65.1225451,9.7402825e-06,1.0886198e-05,1984.1653,-7.847112,10.427143,5.786868,6.504543,23.176289,18.224,17.136,17.222,17.138,2.0,2.0,2.0,2.0,2.0,0.325003,0.16074,0.174824,0.359397,0.0,0.0,0.0,0.0
228.1525773,-65.1215602,1.3178029e-05,1.3178029e-05,1983.5431,0.591019,8.178752,7.387719,7.315366,0.555583,19.631,18.436,18.533,17.874,2.0,2.0,2.0,2.0,2.0,0.153483,0.024265,0.137516,0.104402,0.0,0.0,0.0,0.0
231.9804006,-46.4805176,1.8334649e-05,1.8334649e-05,1982.0859,-0.52514,37.801582,12.999989,12.956734,10.794035,19.346,18.558,18.044,18.082,1.0,1.0,2.0,1.0,1.0,0.1145,0.095866,0.19404,0.429413,0.0,0.0,0.0,0.0
233.5949704,-22.7326907,1.6615776e-05,1.546986e-05,1983.3765,10.482237,7.64144,8.972982,8.229909,1.718743,19.046,19.032,19.079,18.993,2.0,2.0,2.0,2.0,1.0,0.146802,0.206029,0.152469,0.573034,0.0,0.0,0.0,0.0
233.9712456,-47.5114996,1.6615776e-05,1.6615776e-05,1978.0554,-5.001842,35.322163,13.129575,12.791293,1.351371,19.028,-99.99999,17.828,17.242,1.0,2.0,0.0,1.0,1.0,0.42177,-999999900.0,0.493528,0.402624,0.0,-1.0,0.0,0.0
235.6795083,-58.6388883,1.031324e-05,1.031324e-05,1982.3483,2.26223,-17.664907,5.822374,5.818678,1.275956,19.31,18.187,18.059,17.905,2.0,2.0,2.0,2.0,2.0,0.232544,0.342644,0.180884,0.184958,1024.0,0.0,1024.0,1024.0
235.6889392,-58.6441824,9.1673247e-06,9.1673247e-06,1983.3076,-5.098043,-8.782315,5.222084,5.221186,6.816271,18.851,17.096,17.006,16.016,2.0,2.0,2.0,2.0,1.0,0.039511,0.133351,0.113974,0.521166,1024.0,0.0,1024.0,1024.0
238.0990988,-76.252067,9.7402825e-06,1.031324e-05,1984.0631,2.199877,-5.576226,5.442103,5.92491,1.522063,17.851,16.972,16.968,16.682,2.0,2.0,2.0,2.0,2.0,0.118926,0.074532,0.048175,0.111473,1024.0,0.0,0.0,0.0
238.2271262,-51.6991112,9.7402825e-06,8.5943669e-06,1983.8259,-0.543347,-4.363761,5.502397,5.039072,0.941482,17.934,16.687,16.597,15.986,2.0,2.0,2.0,2.0,2.0,0.092876,0.078512,0.04734,0.047172,0.0,0.0,0.0,16.0
239.1779795,-33.0395505,1.2605071e-05,1.0886198e-05,1982.8706,-4.672648,15.957978,18.757109,17.157173,12.160213,17.433,14.628,15.699,14.126,1.0,1.0,2.0,1.0,2.0,0.27123,0.079946,0.424978,0.079051,16.0,16.0,16.0,0.0
241.0064809,-22.400272,1.2605071e-05,1.2032114e-05,1984.3284,3.895023,13.771855,8.275206,7.806048,1.12339,19.317,18.162,18.123,17.551,2.0,2.0,2.0,2.0,2.0,0.047219,0.113486,0.150535,0.095929,0.0,0.0,0.0,0.0
241.9000773,-33.5240488,1.2032114e-05,1.1459156e-05,1983.0127,16.5639,-25.431177,7.920748,7.647082,1.371689,19.452,18.009,18.033,17.276,2.0,2.0,2.0,2.0,2.0,0.051318,0.083588,0.256015,0.072214,0.0,0.0,0.0,0.0
241.9245638,-55.8905959,9.7402825e-06,9.7402825e-06,1983.2537,-3.862438,-22.05502,5.848568,6.373552,5.459486,18.072,17.369,17.002,16.45,2.0,2.0,1.0,2.0,2.0,0.13284,0.496303,0.121761,0.349721,1024.0,0.0,1024.0,0.0
242.5911303,-39.9829906,1.3750987e-05,1.3750987e-05,1987.7317,13.968551,-75.61183,15.454084,15.294176,0.214566,19.612,19.498,19.577,19.364,1.0,2.0,2.0,2.0,1.0,0.229661,0.279348,0.466768,0.049938,0.0,0.0,0.0,0.0
242.8412906,-26.211067,1.2032114e-05,1.1459156e-05,1986.1793,-8.037725,-0.007604,6.407305,6.187204,0.303203,19.193,18.121,18.015,17.553,2.0,2.0,2.0,2.0,2.0,0.100439,0.129361,0.042654,0.092593,0.0,0.0,0.0,0.0
243.6209744,-0.9367631,1.2605071e-05,1.3178029e-05,1982.6572,-1.842496,5.008171,4.586427,5.153737,1.572188,18.057,17.168,17.086,16.596,2.0,2.0,2.0,2.0,2.0,0.037217,0.051506,0.027081,0.068831,0.0,0.0,0.0,0.0
243.6445894,-35.7247986,9.1673247e-06,8.5943669e-06,1982.8655,8.80465,-5.155164,7.23431,6.07305,2.925073,17.563,16.433,16.244,15.79,2.0,2.0,2.0,2.0,2.0,0.203478,0.149287,0.180028,0.232955,0.0,0.0,16.0,0.0
243.6815561,-57.312177,9.7402825e-06,9.7402825e-06,1983.6124,38.041336,19.191402,6.785842,6.42133,2.347602,19.899,18.332,18.331,17.55,2.0,2.0,2.0,2.0,2.0,0.18061,0.232657,0.475915,0.142904,0.0,0.0,0.0,0.0
243.7834572,-60.9138481,1.546986e-05,1.6042818e-05,1982.9357,6.602556,4.619125,6.842762,6.958026,1.61007,16.25,-99.99999,15.361,15.832,1.0,2.0,0.0,2.0,1.0,0.166198,-999999900.0,0.074595,0.264139,1024.0,-1.0,1024.0,0.0
244.9220773,-68.3544545,1.6042818e-05,1.6615776e-05,1987.403,22.669573,13.108589,8.299173,8.873237,2.937908,14.656,12.084,12.164,11.581,2.0,2.0,2.0,2.0,2.0,0.133652,0.239009,0.162197,0.037575,16.0,16.0,16.0,16.0
244.9820007,-42.4638543,1.1459156e-05,1.1459156e-05,1985.4426,9.355004,-11.228726,8.08137,8.148743,4.942949,19.223,18.117,18.295,17.575,2.0,1.0,2.0,2.0,2.0,0.21038,0.325043,0.070766,0.266682,0.0,0.0,0.0,0.0
245.357555,-38.6223281,9.7402825e-06,9.7402825e-06,1984.2898,-2.036179,7.564889,5.652313,5.499132,0.395704,19.197,18.122,18.031,17.384,2.0,2.0,2.0,2.0,2.0,0.113532,0.082879,0.161422,0.075302,0.0,0.0,0.0,0.0
246.0961079,-68.1509909,1.3750987e-05,1.4323945e-05,1984.6669,3.288078,-9.987805,6.958716,7.226502,1.114678,19.198,18.201,18.215,17.755,2.0,2.0,2.0,2.0,2.0,0.126989,0.042862,0.125756,0.323927,1024.0,0.0,1024.0,0.0
246.1713957,-53.1996498,2.5783101e-05,2.4637185e-05,1983.3713,-25.211437,1.792529,16.12014,15.546752,3.997305,19.809,17.942,18.992,18.333,1.0,1.0,1.0,1.0,1.0,0.462611,0.289793,0.45601,0.498298,0.0,0.0,0.0,0.0
246.7578335,-61.5530576,9.7402825e-06,9.7402825e-06,1983.8973,3.275889,-2.409245,5.794684,6.267972,1.236436,16.799,15.72,15.831,15.26,2.0,2.0,2.0,2.0,2.0,0.110547,0.078669,0.116124,0.151978,1024.0,0.0,1024.0,0.0
247.60808,-46.0473793,1.4896903e-05,1.2605071e-05,1980.9756,140.2535,230.89879,9.032866,7.261544,94.252945,16.482,10.401,10.067,12.119,2.0,2.0,2.0,2.0,2.0,0.280146,0.449891,0.424979,0.42841,0.0,16.0,0.0,0.0
247.6511744,-45.2475714,9.1673247e-06,8.5943669e-06,1983.9092,-1.248926,3.907996,5.15149,5.01699,1.525615,18.171,16.22,16.458,15.234,2.0,2.0,2.0,2.0,2.0,0.191204,0.168346,0.152082,0.17772,0.0,0.0,1024.0,0.0
247.7009129,-53.6501167,9.1673247e-06,9.7402825e-06,1984.1592,-38.30834,86.98986,6.236734,6.538235,58.244877,18.581,16.578,16.437,16.162,1.0,1.0,2.0,2.0,2.0,0.312252,0.342105,0.386654,0.323529,0.0,0.0,1024.0,0.0
250.3226188,-56.5138359,2.0053523e-05,1.4323945e-05,1980.8994,25.899513,-12.594468,19.077053,14.997131,11.488115,10.594,9.088,8.876,8.72,2.0,2.0,2.0,2.0,2.0,0.162685,0.071766,0.164311,0.087384,1040.0,1040.0,1040.0,1040.0
251.0382001,-77.2679882,1.4323945e-05,1.4896903e-05,1987.9075,-5.375085,5.865664,6.427732,11.047006,0.198716,14.757,15.924,13.862,15.203,1.0,2.0,1.0,2.0,1.0,0.372304,0.537506,0.450268,0.433682,0.0,16.0,16.0,0.0
252.5711011,-50.7534838,1.031324e-05,1.031324e-05,1983.3043,-5.549117,7.976254,5.96562,6.137573,2.093818,19.441,18.423,18.2,17.881,2.0,2.0,2.0,2.0,2.0,0.319979,0.24652,0.203218,0.186205,0.0,0.0,0.0,0.0
252.6656478,-29.7331079,1.546986e-05,1.546986e-05,1980.9757,23.510117,10.708667,7.834154,7.775066,9.270083,19.904,18.518,18.813,18.087,2.0,2.0,1.0,2.0,2.0,0.565301,0.523412,0.143761,0.064957,0.0,0.0,0.0,0.0
253.3927977,-15.8583837,1.9480565e-05,1.8907607e-05,1986.6438,8.593053,6.214632,8.893126,8.515224,0.917036,19.714,18.453,18.635,18.311,1.0,1.0,1.0,2.0,2.0,0.248879,0.207127,0.127197,0.175239,0.0,0.0,0.0,0.0
254.3839831,-20.0792956,1.0886198e-05,1.2032114e-05,1985.4314,18.570972,-16.972788,5.953928,6.379184,8.738131,17.877,17.184,16.474,15.983,1.0,2.0,1.0,2.0,1.0,0.356878,0.312689,0.455581,0.270248,0.0,16.0,0.0,0.0
254.9466386,-31.5167255,1.2032114e-05,1.2032114e-05,1982.1433,7.838234,12.059254,6.918605,6.839663,1.896452,19.345,18.355,18.568,17.55,2.0,2.0,2.0,2.0,2.0,0.22962,0.330608,0.150137,0.432368,0.0,0.0,0.0,0.0
255.3886383,-72.1696487,1.031324e-05,1.0886198e-05,1986.4923,-0.28636,-4.372935,5.193972,5.798246,0.3106,18.512,17.607,17.574,17.156,2.0,2.0,2.0,2.0,2.0,0.066943,0.08485,0.071553,0.236899,0.0,0.0,0.0,0.0
255.4436588,-56.3606305,9.1673247e-06,9.1673247e-06,1984.5833,13.528524,-2.90847,5.54552,5.698408,1.446877,18.672,17.365,17.292,16.877,2.0,2.0,2.0,2.0,2.0,0.122836,0.285806,0.219306,0.295492,0.0,0.0,0.0,0.0
255.8923455,-62.207211,8.5943669e-06,9.1673247e-06,1988.1063,17.550785,2.96909,5.865444,4.997984,4.791405,16.822,15.748,15.671,15.048,2.0,2.0,2.0,2.0,2.0,0.358127,0.288957,0.23098,0.277028,0.0,16.0,16.0,0.0
255.9591043,-65.1923056,1.2605071e-05,1.2605071e-05,1984.1108,4.947421,-1.407928,7.868409,8.055919,0.231284,18.664,17.655,17.766,17.117,2.0,2.0,2.0,2.0,2.0,0.037772,0.043083,0.013318,0.151882,0.0,0.0,0.0,0.0
256.2582249,-24.7471639,1.3750987e-05,1.4323945e-05,1982.0037,-0.60379,6.061794,8.41912,8.470022,12.436424,19.51,18.678,18.617,17.584,2.0,2.0,2.0,2.0,2.0,0.228084,0.283096,0.143315,0.232192,0.0,0.0,0.0,0.0
256.6226564,-56.1682393,9.1673247e-06,9.1673247e-06,1984.5284,19.103598,-12.614272,6.597668,6.490148,2.877426,17.425,16.251,16.086,15.373,2.0,2.0,2.0,2.0,2.0,0.336916,0.168173,0.338681,0.350152,0.0,16.0,0.0,16.0
256.803934,-59.5775719,1.1459156e-05,1.1459156e-05,1986.878,11.494457,-3.444354,6.097709,6.10058,0.634868,19.939,18.171,18.204,17.329,2.0,2.0,2.0,2.0,2.0,0.107082,0.116822,0.077751,0.155714,0.0,0.0,0.0,0.0
257.2913612,-26.7112546,1.0886198e-05,1.0886198e-05,1983.7084,4.151028,-70.89858,7.297776,7.391194,22.407623,17.602,16.364,16.275,15.748,2.0,2.0,2.0,2.0,2.0,0.512762,0.296756,0.366128,0.301632,0.0,0.0,0.0,0.0
257.2967579,-25.7490333,1.546986e-05,1.546986e-05,1983.325,-16.979496,-11.959984,7.218698,7.121565,0.811471,19.602,18.907,18.57,18.304,1.0,2.0,1.0,2.0,1.0,0.356085,0.571429,0.475494,0.554952,0.0,0.0,0.0,0.0
257.8493344,-24.5143763,1.3178029e-05,1.2605071e-05,1983.4086,2.014542,-12.367155,7.44367,7.355776,0.317493,19.441,18.703,18.767,17.957,1.0,2.0,2.0,2.0,1.0,0.453908,0.419444,0.42151,0.491434,0.0,0.0,0.0,0.0
257.9091209,-50.4705785,8.5943669e-06,8.5943669e-06,1983.6445,14.886948,21.184998,5.300605,5.372512,6.771889,19.01,17.407,17.363,16.608,2.0,2.0,2.0,2.0,2.0,0.202181,0.130878,0.359427,0.146348,0.0,0.0,0.0,0.0
258.1251638,-18.335726,1.6042818e-05,1.6042818e-05,1981.1599,-14.395283,-24.139532,10.487539,10.250554,11.116251,19.64,18.45,18.621,18.463,1.0,2.0,1.0,1.0,2.0,0.271418,0.472344,0.589847,0.168771,0.0,0.0,0.0,0.0
258.2548556,-29.6727543,1.0886198e-05,1.031324e-05,1983.8217,-1.709515,-3.285573,6.355415,6.31423,0.641369,19.402,17.853,17.882,17.214,2.0,2.0,2.0,2.0,2.0,0.159099,0.037012,0.119797,0.135916,0.0,0.0,1024.0,0.0
258.2557706,-29.6638213,1.0886198e-05,1.031324e-05,1984.345,29.497942,15.813324,6.356437,6.215561,15.050141,18.563,17.058,16.96,16.25,2.0,2.0,2.0,2.0,2.0,0.345941,0.472713,0.412219,0.459029,0.0,0.0,0.0,0.0
258.6680143,-21.0194013,1.3178029e-05,1.2605071e-05,1983.3105,1.136403,-16.05797,7.249969,7.173471,0.332167,18.896,17.982,18.103,17.721,1.0,2.0,1.0,2.0,2.0,0.305497,0.327454,0.261192,0.380578,0.0,0.0,1024.0,0.0
258.9857544,-4.8952557,1.031324e-05,1.031324e-05,1987.4103,-9.981544,-5.160222,4.069516,4.07721,0.412951,16.475,15.227,15.365,14.843,2.0,2.0,2.0,2.0,2.0,0.09648,0.124743,0.087331,0.079402,16.0,0.0,16.0,16.0
259.2182836,-47.0468806,1.1459156e-05,1.1459156e-05,1983.1554,-4.717683,-0.217727,6.12743,6.208888,1.013503,18.916,17.69,17.468,16.912,2.0,2.0,2.0,2.0,2.0,0.030914,0.076754,0.052368,0.033552,0.0,0.0,0.0,0.0
259.5272499,-30.9354117,1.0886198e-05,1.031324e-05,1983.9601,-17.277397,14.624097,6.185322,6.204897,5.872857,19.376,17.647,17.716,16.954,2.0,2.0,2.0,2.0,2.0,0.080579,0.350353,0.260132,0.080119,1024.0,0.0,1024.0,0.0
260.4264562,-61.9133369,8.0214091e-06,8.0214091e-06,1987.6069,5.354999,-2.834714,5.141222,4.493911,1.66454,17.524,16.348,16.414,15.945,2.0,2.0,2.0,2.0,2.0,0.083111,0.246371,0.098607,0.153769,1024.0,0.0,1040.0,0.0
260.5640709,-14.5839789,1.7188734e-05,1.7188734e-05,1984.6482,-2.132636,1.755852,6.161402,6.084243,0.186503,19.938,18.702,18.97,18.279,2.0,2.0,2.0,2.0,2.0,0.078544,0.109927,0.104559,0.011299,0.0,0.0,0.0,0.0
261.18141,-16.9399796,1.0886198e-05,1.031324e-05,1985.3884,3.721396,8.992272,4.102007,3.67774,16.141926,17.653,15.851,15.919,15.296,2.0,2.0,2.0,2.0,2.0,0.459158,0.198039,0.493761,0.194775,0.0,0.0,16.0,16.0
261.7275505,-51.6328194,1.2605071e-05,1.2032114e-05,1982.4684,44.66042,-24.478067,7.992947,7.32781,1.55728,16.045,14.935,14.813,14.235,2.0,2.0,2.0,2.0,2.0,0.192068,0.388462,0.46284,0.197806,1024.0,16.0,1024.0,0.0
261.8385628,-19.8666526,9.7402825e-06,9.1673247e-06,1983.7793,-8.945428,-17.816444,5.868393,6.41197,3.868348,17.867,16.603,16.593,15.89,2.0,2.0,2.0,2.0,2.0,0.477236,0.412392,0.356218,0.437484,0.0,0.0,0.0,16.0
262.672044,-63.5171907,9.1673247e-06,9.7402825e-06,1990.4154,-5.536792,0.493231,6.22392,6.421961,1.549631,18.777,17.224,17.123,16.512,2.0,2.0,2.0,2.0,2.0,0.120921,0.01269,0.142387,0.089147,0.0,0.0,0.0,0.0
263.1164833,-55.8956809,9.1673247e-06,9.1673247e-06,1985.9708,-1.557342,-8.750088,6.189082,6.309925,0.630722,19.303,17.634,17.41,16.559,2.0,2.0,2.0,2.0,2.0,0.074695,0.093797,0.138518,0.099945,1024.0,0.0,0.0,0.0
263.1751049,-17.7400333,1.1459156e-05,1.031324e-05,1983.3978,-7.663078,11.683784,6.996408,7.483995,1.734525,17.297,15.857,15.861,15.445,2.0,2.0,2.0,2.0,2.0,0.223065,0.273821,0.294289,0.266691,0.0,0.0,0.0,16.0
264.2583286,-22.8613237,1.031324e-05,9.7402825e-06,1985.4441,-29.17321,17.32749,7.925996,7.940474,4.150366,19.567,17.498,17.627,17.062,2.0,1.0,2.0,2.0,2.0,0.44797,0.306586,0.435456,0.35781,0.0,0.0,0.0,0.0
264.5445863,-15.0441981,1.1459156e-05,1.1459156e-05,1981.4147,7.784822,-61.1437,3.973287,3.932117,6.113774,18.448,17.17,17.333,16.38,2.0,2.0,2.0,2.0,2.0,0.068455,0.586228,0.116944,0.06573,1024.0,0.0,1024.0,0.0
265.0259196,-39.8714534,9.7402825e-06,9.7402825e-06,1981.9999,-1.645822,3.359056,6.099479,5.828488,6.902651,17.404,15.665,15.743,14.916,2.0,2.0,2.0,2.0,2.0,0.35412,0.393718,0.362947,0.33779,1024.0,0.0,0.0,0.0
265.2664857,-44.6658216,1.031324e-05,1.031324e-05,1984.2454,-2.05887,2.815836,6.585316,6.91843,1.361328,16.791,15.722,15.649,15.223,2.0,2.0,2.0,2.0,2.0,0.200641,0.05444,0.099434,0.329988,1024.0,16.0,1024.0,0.0
265.4187968,-19.9828536,9.7402825e-06,9.7402825e-06,1983.0762,-4.061624,6.742523,6.107442,6.132256,3.559617,19.654,18.063,17.967,17.263,2.0,2.0,2.0,2.0,2.0,0.414847,0.177664,0.17368,0.215293,0.0,0.0,0.0,0.0
265.7672645,-40.9480297,1.1459156e-05,1.0886198e-05,1981.3296,3.555645,-14.774435,7.694369,6.819458,1.471853,17.039,14.734,14.983,13.548,2.0,2.0,2.0,2.0,2.0,0.217093,0.057677,0.046081,0.047021,1024.0,0.0,0.0,0.0
266.8095034,-19.3589272,1.0886198e-05,1.1459156e-05,1985.6399,6.70439,2.994922,8.088025,8.8145,4.483838,19.038,16.72,16.947,15.889,2.0,1.0,2.0,2.0,2.0,0.500434,0.401251,0.362151,0.254279,0.0,0.0,0.0,0.0
266.8112526,-19.3534904,9.7402825e-06,1.031324e-05,1983.9546,15.16682,9.804562,6.21703,6.461216,34.055397,18.339,16.701,17.13,16.369,1.0,2.0,2.0,2.0,2.0,0.275217,0.216494,0.258914,0.215709,0.0,0.0,0.0,0.0
266.8133239,-19.3602078,1.2032114e-05,1.2032114e-05,1984.4812,6.121028,29.91049,7.174499,7.360041,18.224037,19.633,18.07,18.28,17.089,2.0,2.0,2.0,2.0,1.0,0.337349,0.424187,0.297482,0.4156,0.0,0.0,0.0,0.0
266.8436316,-44.1130136,1.3750987e-05,1.3750987e-05,1982.7594,-66.903,6.19773,8.260209,8.179691,384.68646,19.845,18.743,18.804,-99.99999,2.0,2.0,2.0,2.0,0.0,0.21808,0.247184,0.239878,-999999900.0,0.0,0.0,0.0,-1.0
267.1439148,-57.2259027,1.031324e-05,1.0886198e-05,1984.9321,-4.09854,0.325439,5.94206,6.160613,0.163336,18.776,18.34,17.563,17.596,2.0,2.0,2.0,2.0,2.0,0.022686,0.251372,0.101472,0.090848,0.0,0.0,0.0,0.0
267.4232776,-38.3923096,1.3178029e-05,1.3178029e-05,1981.479,-4.405615,-0.302379,7.060126,7.059978,6.914596,19.817,18.222,18.657,18.019,2.0,2.0,1.0,2.0,2.0,0.018081,0.475921,0.118356,0.561882,0.0,0.0,0.0,0.0
268.8499912,-32.5928835,2.349127e-05,2.4064227e-05,1981.8474,-157.27992,15.690147,12.07992,12.364825,23.004162,19.089,-99.99999,18.706,16.899,2.0,2.0,0.0,1.0,1.0,0.346314,-999999900.0,0.627865,0.422057,0.0,-1.0,0.0,0.0
268.8614629,-32.5996593,1.2032114e-05,1.2605071e-05,1985.8435,4.060809,-8.078264,7.617135,8.065139,2.87998,19.294,16.986,17.068,15.839,2.0,2.0,2.0,2.0,2.0,0.177807,0.185718,0.213569,0.250195,0.0,0.0,0.0,0.0
269.1649564,-65.1155671,1.4896903e-05,1.546986e-05,1989.199,17.253647,-4.614188,9.822319,10.03159,2.051662,18.865,17.934,18.338,17.441,1.0,1.0,2.0,1.0,2.0,0.334669,0.03904,0.303121,0.205287,1024.0,1024.0,1024.0,1024.0
269.4748481,-50.9733575,1.3178029e-05,1.3750987e-05,1986.0497,-9.590878,-5.943446,7.768734,7.955865,0.320504,19.108,17.913,18.002,17.643,2.0,2.0,2.0,2.0,2.0,0.179757,0.107966,0.167688,0.255463,1024.0,0.0,1024.0,0.0
